timestamp,open,high,low,close,volume
2020-11-27 12:43:00,586.99,587.0,586.1037,586.585,78018
2020-11-27 12:42:00,587.4575,587.6399,586.5,586.93,82003
2020-11-27 12:41:00,587.88,588.03,587.1381,587.3694,96046
2020-11-27 12:40:00,586.385,587.99,586.33,587.88,132833
2020-11-27 12:39:00,586.3336,586.6,584.66,586.3705,130595
2020-11-27 12:38:00,586.72,587.17,585.84,586.3106,133376
2020-11-27 12:37:00,585.6379,586.98,585.5,586.8368,118953
2020-11-27 12:36:00,585.0,585.8799,584.98,585.69,130496
2020-11-27 12:35:00,583.7301,585.0,583.7301,585.0,153397
2020-11-27 12:34:00,582.105,583.96,582.0,583.9,177191
2020-11-27 12:33:00,584.55,584.647,581.5,582.0287,284386
2020-11-27 12:32:00,586.19,586.51,584.6159,584.6159,190631
2020-11-27 12:31:00,587.28,587.56,585.87,586.151,123636
2020-11-27 12:30:00,587.335,588.0999,587.21,587.36,97637
2020-11-27 12:29:00,588.17,588.1787,586.83,587.34,122571
2020-11-27 12:28:00,588.82,588.82,587.95,588.1865,86215
2020-11-27 12:27:00,588.85,589.0431,588.7828,588.95,72216
2020-11-27 12:26:00,589.2,589.3299,588.925,589.02,60478
2020-11-27 12:25:00,589.34,589.4699,588.76,589.25,70294
2020-11-27 12:24:00,589.65,589.8,589.2901,589.3285,41236
2020-11-27 12:23:00,588.54,589.98,588.54,589.695,78917
2020-11-27 12:22:00,589.2409,589.7035,588.54,588.54,77074
2020-11-27 12:21:00,590.08,590.2,588.9056,589.2409,66814
2020-11-27 12:20:00,589.98,590.4999,589.81,590.0853,55652
2020-11-27 12:19:00,590.6656,590.6656,589.6401,589.87,81072
2020-11-27 12:18:00,590.71,590.99,590.3257,590.63,77595
2020-11-27 12:17:00,590.7001,590.99,590.5501,590.7575,62026
2020-11-27 12:16:00,589.5,591.21,589.4,590.75,109217
2020-11-27 12:15:00,589.8,589.8,588.9,589.4,49571
2020-11-27 12:14:00,588.5792,589.83,588.517,589.8,96435
2020-11-27 12:13:00,589.9099,590.0,588.0,588.6608,119046
2020-11-27 12:12:00,590.8,590.95,589.5233,589.8494,115883
2020-11-27 12:11:00,592.195,592.2412,590.8,590.82,82884
2020-11-27 12:10:00,592.1865,592.6399,591.7607,592.1765,85236
2020-11-27 12:09:00,592.2939,593.02,592.0893,592.11,142822
2020-11-27 12:08:00,591.759,592.34,591.3,592.34,105153
2020-11-27 12:07:00,591.6331,592.05,591.47,591.7366,91047
2020-11-27 12:06:00,591.7,592.0,591.36,591.6391,77559
2020-11-27 12:05:00,591.97,592.1,591.2101,591.6408,87795
2020-11-27 12:04:00,591.58,592.1199,591.532,592.029,143240
2020-11-27 12:03:00,590.36,591.58,590.358,591.5099,119596
2020-11-27 12:02:00,589.075,591.0,589.075,590.3474,120189
2020-11-27 12:01:00,589.0,589.32,588.85,589.1084,63779
2020-11-27 12:00:00,588.5401,589.0,588.52,588.99,159236
2020-11-27 11:59:00,588.86,588.9799,588.0,588.53,80692
2020-11-27 11:58:00,589.84,589.95,588.51,588.9156,112955
2020-11-27 11:57:00,589.58,589.87,589.2,589.755,72915
2020-11-27 11:56:00,588.91,589.81,588.8,589.605,145533
2020-11-27 11:55:00,588.94,588.99,588.65,588.87,116767
2020-11-27 11:54:00,587.9101,589.11,587.8501,588.91,140593
2020-11-27 11:53:00,586.47,588.27,586.23,587.8601,157691
2020-11-27 11:52:00,585.91,586.72,585.7157,586.406,141538
2020-11-27 11:51:00,586.0,586.34,585.601,585.94,154618
2020-11-27 11:50:00,586.25,587.0148,586.0,586.02,119811
2020-11-27 11:49:00,587.77,587.9474,586.0,586.42,145359
2020-11-27 11:48:00,588.1501,588.255,586.88,587.77,124114
2020-11-27 11:47:00,587.9501,588.6514,587.9501,588.2592,111979
2020-11-27 11:46:00,589.4841,589.4841,587.7,587.96,183475
2020-11-27 11:45:00,590.88,590.88,589.2006,589.42,137380
2020-11-27 11:44:00,591.02,591.0372,590.69,590.88,67117
2020-11-27 11:43:00,591.0,591.2099,590.8501,591.03,68327
2020-11-27 11:42:00,591.29,591.29,590.54,591.0,97757
2020-11-27 11:41:00,591.17,591.5,591.15,591.38,66643
2020-11-27 11:40:00,591.505,591.6199,591.2,591.2,83832
2020-11-27 11:39:00,591.2701,591.6199,591.15,591.45,61500
2020-11-27 11:38:00,591.7617,592.0,591.11,591.2759,63985
2020-11-27 11:37:00,592.7984,592.8608,591.3527,591.78,112541
2020-11-27 11:36:00,593.075,593.075,592.5,592.8223,93170
2020-11-27 11:35:00,593.1211,593.1892,592.3,593.07,127442
2020-11-27 11:34:00,592.855,593.32,592.02,593.1556,147275
2020-11-27 11:33:00,592.11,593.12,592.0136,592.7801,180561
2020-11-27 11:32:00,590.75,595.8974,590.6,592.1065,191307
2020-11-27 11:31:00,589.9022,590.84,589.7101,590.8014,128150
2020-11-27 11:30:00,589.35,590.1553,589.22,589.92,191448
2020-11-27 11:29:00,588.25,589.42,587.0,589.27,261491
2020-11-27 11:28:00,590.9,590.9,588.11,588.26,229538
2020-11-27 11:27:00,590.68,591.19,590.5056,590.8737,137955
2020-11-27 11:26:00,590.29,590.99,589.92,590.67,213723
2020-11-27 11:25:00,590.72,591.01,590.22,590.22,159557
2020-11-27 11:24:00,591.92,592.27,590.72,590.8141,156963
2020-11-27 11:23:00,591.51,592.12,591.49,591.9322,133074
2020-11-27 11:22:00,592.8872,592.8963,591.5,591.5,206417
2020-11-27 11:21:00,594.535,595.2599,592.75,592.9904,194197
2020-11-27 11:20:00,594.4837,594.7299,593.86,594.6999,86901
2020-11-27 11:19:00,593.8099,594.654,593.639,594.6,151780
2020-11-27 11:18:00,593.27,593.81,593.0,593.7033,111084
2020-11-27 11:17:00,594.06,594.115,593.0526,593.33,121529
2020-11-27 11:16:00,594.34,594.4,593.9,594.0543,134200
2020-11-27 11:15:00,594.27,594.4,594.0,594.3048,141513
2020-11-27 11:14:00,595.31,595.45,594.27,594.3568,117075
2020-11-27 11:13:00,594.91,595.5,594.68,595.3199,114036
2020-11-27 11:12:00,595.405,595.5,594.5,594.92,294123
2020-11-27 11:11:00,595.66,595.786,595.19,595.405,69516
2020-11-27 11:10:00,595.9,596.1923,595.4101,595.8418,111157
2020-11-27 11:09:00,595.945,596.0056,595.2,595.915,109062
2020-11-27 11:08:00,596.085,596.579,595.82,596.0,68754
2020-11-27 11:07:00,597.3,597.62,595.8201,596.03,106229
2020-11-27 11:06:00,596.7,597.47,596.52,597.4242,101968
2020-11-27 11:05:00,596.07,597.17,595.88,596.58,92055
2020-11-27 11:04:00,596.35,596.63,595.61,596.0,106435
2020-11-27 11:03:00,598.11,598.2,594.56,596.4448,375247
2020-11-27 11:02:00,598.33,598.6,598.05,598.2059,153063
2020-11-27 11:01:00,597.395,598.78,597.06,598.285,371266
2020-11-27 11:00:00,597.1126,597.7,597.0928,597.3505,119609
2020-11-27 10:59:00,597.51,597.6447,597.05,597.065,119136
2020-11-27 10:58:00,597.4,597.86,596.8625,597.594,158251
2020-11-27 10:57:00,596.762,597.45,596.11,597.3,174512
2020-11-27 10:56:00,596.44,597.3,596.06,596.7687,190510
2020-11-27 10:55:00,595.66,596.79,595.66,596.46,124798
2020-11-27 10:54:00,595.94,596.291,595.0,595.56,86400
2020-11-27 10:53:00,596.17,596.845,595.77,596.0285,150235
2020-11-27 10:52:00,594.7394,597.0,594.6614,596.0768,251875
2020-11-27 10:51:00,594.5,594.8,593.65,594.7394,102231
2020-11-27 10:50:00,594.6499,594.7962,594.28,594.4687,72014
2020-11-27 10:49:00,594.87,594.93,594.36,594.44,83822
2020-11-27 10:48:00,594.07,594.97,593.8,594.7838,95830
2020-11-27 10:47:00,593.935,594.25,593.6,594.15,89395
2020-11-27 10:46:00,594.65,594.9,593.93,594.0735,130903
2020-11-27 10:45:00,595.205,595.2333,594.5,594.6248,82077
2020-11-27 10:44:00,595.7,596.0,594.71,595.216,102046
2020-11-27 10:43:00,595.43,595.79,595.0,595.62,70862
2020-11-27 10:42:00,595.5,596.1299,594.79,595.5,155586
2020-11-27 10:41:00,595.7788,596.04,594.95,595.535,106577
2020-11-27 10:40:00,595.7601,595.8738,595.12,595.65,59606
2020-11-27 10:39:00,595.5267,596.02,595.0101,595.8408,97705
2020-11-27 10:38:00,596.0,596.37,595.17,595.55,105209
2020-11-27 10:37:00,596.02,596.3,595.2,595.9129,112254
2020-11-27 10:36:00,595.0301,596.9,594.8301,596.0512,199403
2020-11-27 10:35:00,594.715,595.43,594.45,595.115,152281
2020-11-27 10:34:00,594.285,594.8499,593.89,594.725,126251
2020-11-27 10:33:00,593.0999,594.6,592.82,594.16,154792
2020-11-27 10:32:00,593.81,594.7274,592.58,592.87,195889
2020-11-27 10:31:00,594.78,594.9744,592.98,593.81,210226
2020-11-27 10:30:00,595.0,595.57,594.0,594.7517,215908
2020-11-27 10:29:00,597.405,597.5,595.0,595.1229,201442
2020-11-27 10:28:00,596.0832,597.48,595.64,597.415,213578
2020-11-27 10:27:00,595.4295,597.0,595.2601,595.95,281832
2020-11-27 10:26:00,594.99,595.6799,594.7859,595.32,90505
2020-11-27 10:25:00,594.375,595.85,594.375,595.0,183608
2020-11-27 10:24:00,594.14,595.78,594.12,594.485,161388
2020-11-27 10:23:00,594.42,594.87,593.55,594.1998,128347
2020-11-27 10:22:00,592.9536,594.5,592.91,594.29,145316
2020-11-27 10:21:00,594.1246,594.19,592.85,592.85,103565
2020-11-27 10:20:00,593.97,594.88,593.69,594.03,118751
2020-11-27 10:19:00,593.98,594.82,593.5,594.0,119256
2020-11-27 10:18:00,593.55,594.7496,593.4006,593.8818,107011
2020-11-27 10:17:00,594.87,594.9296,592.78,593.47,152567
2020-11-27 10:16:00,594.04,595.0,593.77,595.0,135076
2020-11-27 10:15:00,594.84,596.12,594.12,594.255,161689
2020-11-27 10:14:00,595.127,596.29,594.8,594.92,219848
2020-11-27 10:13:00,594.71,595.2,594.04,595.1444,107405
2020-11-27 10:12:00,594.63,595.22,593.7697,594.71,165383
2020-11-27 10:11:00,593.69,595.2,593.31,594.444,190149
2020-11-27 10:10:00,591.38,593.94,591.38,593.78,220513
2020-11-27 10:09:00,589.83,592.5399,589.15,591.445,332341
2020-11-27 10:08:00,593.75,593.7855,589.0,589.9376,473548
2020-11-27 10:07:00,595.1101,595.295,593.6533,593.7801,239810
2020-11-27 10:06:00,594.84,596.7252,594.76,595.09,213596
2020-11-27 10:05:00,595.06,595.35,594.29,594.6455,177830
2020-11-27 10:04:00,594.0699,595.45,593.76,595.206,235622
2020-11-27 10:03:00,597.224,597.224,593.8701,593.9461,355124
2020-11-27 10:02:00,597.3033,597.8799,596.3401,597.16,228009
2020-11-27 10:01:00,596.6269,597.8862,596.22,597.2668,251898
2020-11-27 10:00:00,595.735,597.49,595.5121,596.3517,292120
2020-11-27 09:59:00,594.0,597.34,593.7401,595.5201,474151
2020-11-27 09:58:00,593.6001,594.7098,593.6,594.03,107120
2020-11-27 09:57:00,594.1483,595.1,592.66,593.52,208570
2020-11-27 09:56:00,595.0,595.4,593.64,594.0782,223163
2020-11-27 09:55:00,593.64,595.02,593.4435,595.0,177666
2020-11-27 09:54:00,594.11,595.05,593.1,593.6999,223145
2020-11-27 09:53:00,593.01,595.0,592.89,594.19,239522
2020-11-27 09:52:00,592.53,593.88,592.47,592.8816,192452
2020-11-27 09:51:00,591.85,594.56,591.65,592.46,243734
2020-11-27 09:50:00,591.615,593.18,591.5,591.75,251636
2020-11-27 09:49:00,594.0406,594.2,591.395,591.76,295665
2020-11-27 09:48:00,595.16,595.24,593.5,594.055,244423
2020-11-27 09:47:00,594.805,595.6,594.5,595.145,271098
2020-11-27 09:46:00,594.949,596.0,593.62,594.7948,428812
2020-11-27 09:45:00,592.6611,595.2,592.03,594.96,413462
2020-11-27 09:44:00,590.0,592.69,589.7505,592.5611,435756
2020-11-27 09:43:00,589.5,590.05,588.22,589.8812,284400
2020-11-27 09:42:00,588.8318,590.47,588.6037,589.47,402752
2020-11-27 09:41:00,587.23,589.2,587.16,588.8303,267234
2020-11-27 09:40:00,586.354,587.4975,586.09,587.1105,185576
2020-11-27 09:39:00,588.1867,588.3,584.88,586.1513,322294
2020-11-27 09:38:00,589.4942,589.5,588.1272,588.1272,252023
2020-11-27 09:37:00,587.705,589.66,586.75,589.4901,375462
2020-11-27 09:36:00,588.0,588.18,586.35,587.7573,385287
2020-11-27 09:35:00,584.32,588.115,583.5601,587.9297,596605
2020-11-27 09:34:00,581.41,584.37,580.71,584.33,368419
2020-11-27 09:33:00,581.9,581.95,580.48,581.29,229511
2020-11-27 09:32:00,578.51,582.74,578.45,581.8234,309624
2020-11-27 09:31:00,581.16,582.7601,578.49,578.89,852988
2020-11-27 09:30:00,581.72,582.0,581.16,581.24,15501
2020-11-27 09:29:00,579.9,582.36,579.9,581.66,62782
2020-11-27 09:28:00,579.7545,580.0,579.62,579.85,15895
2020-11-27 09:27:00,579.77,580.0,579.5644,579.91,12140
2020-11-27 09:26:00,578.5,579.7,578.5,579.7,13380
2020-11-27 09:25:00,577.95,578.7112,577.7502,578.3,15957
2020-11-27 09:24:00,579.0001,579.3,577.81,578.7181,23348
2020-11-27 09:23:00,579.0,579.8658,578.88,578.88,25249
2020-11-27 09:22:00,580.01,580.05,579.0,579.0,35129
2020-11-27 09:21:00,580.2999,580.68,580.01,580.01,19522
2020-11-27 09:20:00,580.63,580.87,580.2,580.2,10182
2020-11-27 09:19:00,581.08,581.16,580.7,580.75,5071
2020-11-27 09:18:00,581.229,581.5,581.0,581.08,9167
2020-11-27 09:17:00,581.5,581.7,581.21,581.6,9474
2020-11-27 09:16:00,581.79,581.9,581.5,581.5,4927
2020-11-27 09:15:00,581.79,581.92,581.37,581.72,6732
2020-11-27 09:14:00,581.4256,582.0,581.4256,581.9299,10935
2020-11-27 09:13:00,580.99,581.87,580.97,581.0608,10414
2020-11-27 09:12:00,580.5,581.0,580.2,581.0,9176
2020-11-27 09:11:00,580.5,580.8664,580.15,580.33,15350
2020-11-27 09:10:00,581.8794,581.8794,580.37,580.37,23311
2020-11-27 09:09:00,582.16,582.21,581.61,581.62,10113
2020-11-27 09:08:00,581.55,582.52,581.25,581.7881,18314
2020-11-27 09:07:00,581.91,582.0,581.4,581.4,8549
2020-11-27 09:06:00,581.38,581.97,581.13,581.4101,11310
2020-11-27 09:05:00,582.16,582.16,581.11,581.386,23617
2020-11-27 09:04:00,582.55,582.69,582.11,582.11,4841
2020-11-27 09:03:00,582.5,582.81,582.1743,582.7,7821
2020-11-27 09:02:00,583.42,583.42,582.3,582.3,13124
2020-11-27 09:01:00,583.06,583.5,583.06,583.49,12270
2020-11-27 09:00:00,583.0,583.3,582.99,583.25,8124
2020-11-27 08:59:00,583.0,583.14,582.7,582.92,14384
2020-11-27 08:58:00,582.52,583.37,582.52,583.14,14627
2020-11-27 08:57:00,582.5,582.6,582.01,582.41,9593
2020-11-27 08:56:00,581.2,582.5,581.0,582.5,20142
2020-11-27 08:55:00,581.39,581.39,581.11,581.2,10843
2020-11-27 08:54:00,581.56,581.56,581.1,581.45,16962
2020-11-27 08:53:00,582.5,582.5,581.61,581.61,9006
2020-11-27 08:52:00,582.8,582.85,581.71,582.0,14248
2020-11-27 08:51:00,582.6,582.81,582.6,582.8,6438
2020-11-27 08:50:00,583.0,583.08,582.7,582.86,7224
2020-11-27 08:49:00,583.1,583.1,582.93,582.93,3245
2020-11-27 08:48:00,583.0,583.23,582.72,583.0,6863
2020-11-27 08:47:00,583.24,583.3,582.67,583.0,10191
2020-11-27 08:46:00,582.86,583.2,582.86,583.2,4423
2020-11-27 08:45:00,582.82,583.31,582.82,582.95,7230
2020-11-27 08:44:00,583.5,583.67,582.8,582.8,13806
2020-11-27 08:43:00,584.0,584.0,583.39,583.39,6700
2020-11-27 08:42:00,583.72,584.24,583.61,584.05,17993
2020-11-27 08:41:00,583.0,583.72,582.81,583.4,16471
2020-11-27 08:40:00,582.68,583.44,582.5,583.0,12222
2020-11-27 08:39:00,583.47,583.5161,582.5,582.72,12626
2020-11-27 08:38:00,583.8,583.8,583.32,583.32,10139
2020-11-27 08:37:00,583.6,584.0,583.41,583.81,21266
2020-11-27 08:36:00,583.37,583.7157,583.05,583.6999,7433
2020-11-27 08:35:00,582.5,583.4,582.21,583.38,12254
2020-11-27 08:34:00,583.01,583.01,581.73,582.2101,25779
2020-11-27 08:33:00,583.5,583.5,582.01,582.47,28988
2020-11-27 08:32:00,583.3,583.8,583.3,583.5,13769
2020-11-27 08:31:00,583.42,583.5,583.3,583.3,5922
2020-11-27 08:30:00,583.43,583.9,583.2999,583.3605,11691
2020-11-27 08:29:00,583.9,584.0,583.02,583.7,12926
2020-11-27 08:28:00,584.1421,584.1599,583.4,583.95,15913
2020-11-27 08:27:00,584.12,584.5,583.7117,584.17,29404
2020-11-27 08:26:00,583.9599,584.6,583.67,584.17,28896
2020-11-27 08:25:00,582.7,584.0,582.7,583.8,20270
2020-11-27 08:24:00,584.0,584.2299,582.6898,582.6898,36925
2020-11-27 08:23:00,582.6999,584.2999,582.5263,584.1,37555
2020-11-27 08:22:00,581.83,582.7,581.55,582.7,31196
2020-11-27 08:21:00,580.8854,581.83,580.88,581.61,28392
2020-11-27 08:20:00,580.6,580.88,580.2073,580.7886,9821
2020-11-27 08:19:00,579.5703,580.62,579.51,580.54,32727
2020-11-27 08:18:00,579.36,579.65,579.3426,579.64,13452
2020-11-27 08:17:00,578.93,579.48,578.78,579.3742,9819
2020-11-27 08:16:00,578.72,579.0,578.56,578.76,14590
2020-11-27 08:15:00,579.6,579.6,578.67,578.68,15054
2020-11-27 08:14:00,579.29,579.6,579.04,579.6,8974
2020-11-27 08:13:00,579.8817,579.89,578.99,579.29,13694
2020-11-27 08:12:00,579.5,579.89,579.35,579.72,9582
2020-11-27 08:11:00,579.1893,579.7806,579.13,579.41,12644
2020-11-27 08:10:00,579.13,579.48,579.0,579.18,9968
2020-11-27 08:09:00,579.55,579.73,578.75,579.0,22055
2020-11-27 08:08:00,579.2999,579.87,579.2999,579.7,9943
2020-11-27 08:07:00,579.07,579.5,578.91,579.29,17278
2020-11-27 08:06:00,578.75,579.17,578.62,579.09,11100
2020-11-27 08:05:00,579.39,579.9,578.77,578.9976,28736
2020-11-27 08:04:00,579.23,579.43,578.4,579.4,26486
2020-11-27 08:03:00,578.31,579.26,578.25,579.26,33394
2020-11-27 08:02:00,577.6469,578.49,577.25,578.21,22116
2020-11-27 08:01:00,569.0944,578.0,565.99,577.61,167648
2020-11-27 08:00:00,577.39,577.65,577.39,577.47,6980
2020-11-27 07:59:00,577.41,577.45,577.41,577.45,2324
2020-11-27 07:58:00,577.27,577.39,577.25,577.25,2120
2020-11-27 07:57:00,577.5,577.59,577.0,577.2,4144
2020-11-27 07:56:00,577.24,577.38,577.19,577.35,2333
2020-11-27 07:55:00,577.0,577.2,576.81,577.01,4268
2020-11-27 07:54:00,577.45,577.77,576.75,577.19,16330
2020-11-27 07:53:00,577.08,577.5,577.0,577.44,12509
2020-11-27 07:52:00,577.3,577.5,577.04,577.04,11016
2020-11-27 07:51:00,576.2,577.3,576.2,577.26,6819
2020-11-27 07:50:00,577.0,577.04,576.14,576.3,5313
2020-11-27 07:49:00,577.01,577.3,576.54,577.3,14267
2020-11-27 07:48:00,577.38,577.38,576.69,577.29,5024
2020-11-27 07:47:00,576.08,577.49,576.08,577.38,8455
2020-11-27 07:46:00,577.6,577.75,576.09,576.09,14337
2020-11-27 07:45:00,575.8,577.65,575.59,577.65,21138
2020-11-27 07:44:00,575.2,576.0,575.2,575.89,9529
2020-11-27 07:43:00,575.1,575.2,574.1,575.2,13025
2020-11-27 07:42:00,575.0,575.5,575.0,575.01,13309
2020-11-27 07:41:00,574.3,575.04,573.95,575.0,22084
2020-11-27 07:40:00,573.24,574.44,573.24,574.32,12828
2020-11-27 07:39:00,573.0,573.25,573.0,573.09,4488
2020-11-27 07:38:00,572.22,572.89,572.09,572.73,4381
2020-11-27 07:37:00,572.4,572.4,572.4,572.4,1591
2020-11-27 07:36:00,572.22,572.5,572.22,572.5,4486
2020-11-27 07:35:00,572.0,572.0,571.95,572.0,1503
2020-11-27 07:34:00,572.1,572.1,571.95,571.95,3416
2020-11-27 07:33:00,572.33,572.5,572.33,572.45,2464
2020-11-27 07:32:00,572.49,572.5,572.0,572.0,5402
2020-11-27 07:31:00,572.02,572.42,572.02,572.33,3484
2020-11-27 07:30:00,572.6,572.89,571.5,572.0,7423
2020-11-27 07:29:00,571.86,572.45,571.86,572.45,11920
2020-11-27 07:28:00,571.84,571.99,571.84,571.88,6390
2020-11-27 07:27:00,570.45,571.85,570.45,571.51,5454
2020-11-27 07:26:00,571.23,571.32,570.23,570.23,5148
2020-11-27 07:25:00,570.91,571.59,570.89,571.59,4494
2020-11-27 07:24:00,570.5,571.0,570.5,571.0,1332
2020-11-27 07:23:00,571.53,571.56,570.5,570.5,2621
2020-11-27 07:22:00,571.5,571.77,571.47,571.77,2688
2020-11-27 07:21:00,569.96,571.19,569.96,571.19,5015
2020-11-27 07:20:00,570.3,570.35,569.97,569.97,4926
2020-11-27 07:19:00,570.31,570.48,569.8,570.13,6190
2020-11-27 07:18:00,569.76,570.53,569.76,570.21,10398
2020-11-27 07:17:00,569.39,569.88,569.21,569.88,3834
2020-11-27 07:16:00,570.5,570.5,569.37,569.86,10786
2020-11-27 07:15:00,570.79,570.79,570.63,570.63,3025
2020-11-27 07:14:00,571.38,571.54,570.51,570.71,8897
2020-11-27 07:13:00,571.78,571.8,571.0,571.39,4728
2020-11-27 07:12:00,572.59,572.59,571.63,571.63,8746
2020-11-27 07:11:00,571.15,572.6,571.06,572.6,11425
2020-11-27 07:10:00,570.9,571.95,570.87,571.0,11008
2020-11-27 07:09:00,570.99,570.99,570.0,570.93,7397
2020-11-27 07:08:00,570.0,571.0,570.0,570.89,12783
2020-11-27 07:07:00,568.11,570.0,568.11,569.98,9078
2020-11-27 07:06:00,568.61,568.61,568.0,568.35,7612
2020-11-27 07:05:00,569.09,569.25,568.54,568.55,5194
2020-11-27 07:04:00,569.88,569.88,568.87,569.3,18955
2020-11-27 07:03:00,568.97,570.98,568.61,569.25,21901
2020-11-27 07:02:00,567.67,569.9,567.49,568.61,24735
2020-11-27 07:01:00,564.6,567.8,564.44,567.79,31387
2020-11-27 07:00:00,564.4,564.4,564.4,564.4,253
2020-11-27 06:58:00,564.6,564.6,564.57,564.57,1569
2020-11-27 06:57:00,564.6,564.6,564.6,564.6,923
2020-11-27 06:56:00,564.59,564.59,564.59,564.59,379
2020-11-27 06:53:00,564.05,564.05,564.05,564.05,920
2020-11-27 06:51:00,564.59,564.59,564.51,564.51,566
2020-11-27 06:49:00,564.6,564.6,564.44,564.44,873
2020-11-27 06:45:00,564.2,564.2,564.2,564.2,444
2020-11-27 06:43:00,564.0,564.0,564.0,564.0,877
2020-11-27 06:42:00,564.3,564.3,564.01,564.01,783
2020-11-27 06:41:00,564.6,564.6,564.6,564.6,613
2020-11-27 06:40:00,565.36,565.36,565.11,565.11,1165
2020-11-27 06:39:00,565.7,565.7,565.0,565.0,2024
2020-11-27 06:38:00,565.4,565.93,565.4,565.92,1853
2020-11-27 06:37:00,564.81,565.0,564.81,565.0,1107
2020-11-27 06:34:00,564.46,564.99,564.3,564.99,2141
2020-11-27 06:32:00,563.81,563.81,563.75,563.75,1328
2020-11-27 06:31:00,563.0,563.0,563.0,563.0,1180
2020-11-27 06:30:00,562.54,562.54,562.54,562.54,391
2020-11-27 06:29:00,562.65,562.65,562.65,562.65,774
2020-11-27 06:25:00,564.0,564.0,563.0,563.0,1401
2020-11-27 06:24:00,562.8,563.3,562.8,563.3,1531
2020-11-27 06:23:00,561.99,562.57,561.99,562.06,2572
2020-11-27 06:22:00,563.0,563.3,561.81,561.99,5576
2020-11-27 06:21:00,563.0,563.0,563.0,563.0,1139
2020-11-27 06:20:00,563.1,563.3,563.0,563.19,2551
2020-11-27 06:19:00,564.02,564.02,563.32,563.32,4638
